N°,TIPO,FECHA,MODALIDAD,DIRECCIÓN,SECTOR,CATEGORIA
"1,219",APOYO A PNP,14/10/2018 18:47,,"AV. PRADO OESTE, JAVIER N° 2039 DPTO 1304, SAN ISIDRO",1-4,
"1,220",APOYO A PNP,14/10/2018 18:43,,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0681, SAN ISIDRO",2-1,
"1,221",APOYO A PNP,14/10/2018 18:33,,"AV. DE RIBERA, NICOLÁS N° 0366, SAN ISIDRO",1-6,
"1,222",APOYO A PNP,14/10/2018 18:24,,"C.HAB RESIDENCIAL SANTA CRUZ BLK L-208 , SAN ISIDRO",2-4,
"1,223",APOYO A PNP,14/10/2018 17:28,,"AV. AREQUIPA N° 3280, SAN ISIDRO",3-3,
"1,224",APOYO A PNP,14/10/2018 14:01,,"CA. ARENALES, PROLONGACIÓN GENERAL, SAN ISIDRO",3-3,
"1,225",APOYO A PNP,14/10/2018 13:30,,"CA. REYES, CORONEL ANDRÉS N° 0437, SAN ISIDRO",4-2,
"1,226",APOYO A PNP,14/10/2018 13:27,,"CA. VALLE RIESTRA, GRAL FRANCISCO N° 0576, SAN ISIDRO",2-2,
"1,227",APOYO A PNP,14/10/2018 13:23,,"C.HAB RESIDENCIAL SANTA CRUZ BLK L 208, SAN ISIDRO",2-4,
"1,228",APOYO A PNP,14/10/2018 13:21,,"CA. MERINO REYNA, AMADOR N° 0368, SAN ISIDRO",4-2,
"1,229",APOYO A PNP,14/10/2018 12:52,,"CA. LOS FICUS, SAN ISIDRO",3-1,
"1,230",APOYO A PNP,14/10/2018 12:47,,"CA. GAVILANES N° 0315, SAN ISIDRO",4-4,
"1,231",APOYO A PNP,14/10/2018 11:33,,"AV. PRADO ESTE, JAVIER N° 1054, SAN ISIDRO",5-2,
"1,232",APOYO A PNP,14/10/2018 11:30,,"PQ. PARQUE ALFONSO UGARTE N° SN, SAN ISIDRO",1-5,
"1,233",APOYO A PNP,14/10/2018 11:06,,"CA. 33 (URB. CORPAC) N° 0221, SAN ISIDRO",5-4,
"1,234",APOYO A PNP,14/10/2018 10:58,,"PQ. PARQUE MIGUEL DAMMERT MUELLE N° SN, SAN ISIDRO",1-5,
"1,235",APOYO A PNP,14/10/2018 10:05,,"CA. BURGOS N° 0584, SAN ISIDRO",1-1,
"1,236",APOYO A PNP,14/10/2018 09:37,,"CA. MAURTUA, VICTOR A. N° 0300, SAN ISIDRO",2-6,
"1,237",APOYO A PNP,14/10/2018 09:30,,"AV. DOS DE MAYO N° 0909, SAN ISIDRO",1-2,
"1,238",APOYO A PNP,14/10/2018 08:31,,"CA. GAVILANES, SAN ISIDRO",4-4,
"1,239",APOYO A PNP,14/10/2018 07:55,,"CA. 18 SUR (URB. CORPAC) N° 0208, SAN ISIDRO",5-2,
"1,240",APOYO A PNP,14/10/2018 04:21,,"CA. LA REPUBLICA N° 0634, SAN ISIDRO",3-3,
"1,241",APOYO A PNP,14/10/2018 03:22,,"AV. AV. LARA, GENERAL JACINTO N° 0171 DPTO 301, SAN ISIDRO",2-5,
"1,242",APOYO A PNP,14/10/2018 03:00,,"AV. AREQUIPA N° 3789, SAN ISIDRO",4-3,
"1,243",APOYO A PNP,14/10/2018 02:17,,"CA. SANTA TERESITA, SAN ISIDRO",2-6,
"1,244",APOYO A PNP,14/10/2018 02:11,,"AV. DOS DE MAYO N° 1732, SAN ISIDRO",1-1,
"1,245",APOYO A PNP,14/10/2018 01:27,,"CA. ASPILLAGA, ANTERO N° 0277, SAN ISIDRO",3-3,
"1,246",APOYO A PNP,14/10/2018 01:00,,"CA. LOS LIBERTADORES N° 0739, SAN ISIDRO",3-2,
"1,247",APOYO A PNP,14/10/2018 00:53,,"CA. PAILLARDELLE N° 0285 DPTO 202, SAN ISIDRO",3-3,
"1,248",APOYO A PNP,14/10/2018 00:47,,"AV. MIRO QUESADA, AURELIO, SAN ISIDRO",3-1,
"1,249",APOYO A PNP,13/10/2018 23:10,,"AV. PRADO OESTE, JAVIER N° 0975, SAN ISIDRO",1-3,
"1,250",APOYO A PNP,13/10/2018 22:38,,"CA. TUCANES N° 0295, SAN ISIDRO",4-4,
"1,251",APOYO A PNP,13/10/2018 22:28,,"C.HAB RESIDENCIAL SANTA CRUZ BLK S , SAN ISIDRO",2-4,
"1,252",APOYO A PNP,13/10/2018 22:17,,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° 0985, SAN ISIDRO",5-1,
"1,253",APOYO A PNP,13/10/2018 22:07,,"AV. DEL PARQUE SUR N° 0381 DPTO 702, SAN ISIDRO",5-4,
"1,254",APOYO A PNP,13/10/2018 22:00,,"CA. MARCONI, GUILLERMO, SAN ISIDRO",1-1,
"1,255",APOYO A PNP,13/10/2018 21:59,,"CA. LA FLORIDA N° 0160, SAN ISIDRO",4-3,
"1,256",APOYO A PNP,13/10/2018 21:59,,"AV. REPUBLICA, PASEO DE LA, SAN ISIDRO",4-4,
"1,257",APOYO A PNP,13/10/2018 21:57,,"CA. FLORA TRISTAN, SAN ISIDRO",1-3,
"1,258",APOYO A PNP,13/10/2018 21:49,,"CA. TORRES MATOS N° 0134, SAN ISIDRO",1-3,
"1,259",APOYO A PNP,13/10/2018 21:20,,"CA. 29 (URB. CORPAC) N° 0126 PIS 1, SAN ISIDRO",5-4,
"1,260",APOYO A PNP,13/10/2018 21:14,,"CA. PANCHO FIERRO N° 0194, SAN ISIDRO",3-3,
"1,261",APOYO A PNP,13/10/2018 20:56,,"CA. 33 (URB. CORPAC) N° 0115 DPTO 302, SAN ISIDRO",5-4,
"1,262",APOYO A PNP,13/10/2018 20:44,,"CA. ANCHORENA, JOSÉ DIONISIO N° 0015, SAN ISIDRO",2-2,
"1,263",APOYO A PNP,13/10/2018 20:43,,"C.HAB RESIDENCIAL SANTA CRUZ BLK STU , SAN ISIDRO",2-4,
"1,264",APOYO A PNP,13/10/2018 20:39,,"AV. DOS DE MAYO N° 0357 DPTO 34, SAN ISIDRO",3-1,
"1,265",APOYO A PNP,13/10/2018 20:36,,"CA. SAMANEZ OCAMPO, DAVID N° 0161, SAN ISIDRO",2-5,
"1,266",APOYO A PNP,13/10/2018 20:33,,"AV. DASSO, MIGUEL N° 0113, SAN ISIDRO",2-5,
"1,267",APOYO A PNP,13/10/2018 20:03,,"CA. ESQUILACHE, SAN ISIDRO",3-2,
"1,268",APOYO A PNP,13/10/2018 19:22,,"PQ. PARQUE TENIENTE ENRIQUE PALACIOS N° SN, SAN ISIDRO",5-4,
"1,269",APOYO A PNP,13/10/2018 19:14,,"CA. HARRIS, PAUL P. N° 0160, SAN ISIDRO",2-3,
"1,270",APOYO A PNP,13/10/2018 18:42,,"C.HAB RESIDENCIAL SANTA CRUZ BLK L 208, SAN ISIDRO",2-4,
"1,271",APOYO A PNP,13/10/2018 18:34,,"AV. DASSO, MIGUEL N° 0153, SAN ISIDRO",2-5,
"1,272",APOYO A PNP,13/10/2018 18:14,,"AV. CAMINO REAL N° 0147, SAN ISIDRO",3-1,
"1,273",APOYO A PNP,13/10/2018 17:27,,"CA. ELESPURU, JUAN NORBERTO N° 0891, SAN ISIDRO",1-3,
"1,274",APOYO A PNP,13/10/2018 17:08,,"AV. CAMINO REAL N° 0931, SAN ISIDRO",3-2,
"1,275",APOYO A PNP,13/10/2018 16:59,,"AV. PORTILLO, CORONEL PEDRO N° SN, SAN ISIDRO",2-2,
"1,276",APOYO A PNP,13/10/2018 16:54,,"AV. DOS DE MAYO, SAN ISIDRO",1-1,
"1,277",APOYO A PNP,13/10/2018 16:35,,"CA. PANCHO FIERRO N° 0194, SAN ISIDRO",3-3,
"1,278",APOYO A PNP,13/10/2018 16:29,,"CA. CHOQUEHUANCA N° 1398, SAN ISIDRO",1-5,
"1,279",APOYO A PNP,13/10/2018 16:29,,"C.HAB RESIDENCIAL SANTA CRUZ BLK L-103 , SAN ISIDRO",2-4,
"1,280",APOYO A PNP,13/10/2018 16:03,,"CA. 32 (URB. CORPAC) N° 0118, SAN ISIDRO",5-4,
"1,281",APOYO A PNP,13/10/2018 14:42,,"AV. PRADO OESTE, JAVIER, SAN ISIDRO",1-4,
"1,282",APOYO A PNP,13/10/2018 14:25,,"AV. MIRO QUESADA, AURELIO, SAN ISIDRO",1-6,
"1,283",APOYO A PNP,13/10/2018 13:46,,"C.HAB RESIDENCIAL SANTA CRUZ BLK L-208 , SAN ISIDRO",2-4,
"1,284",APOYO A PNP,13/10/2018 13:41,,"AV. PRADO ESTE, JAVIER N° 1280, SAN ISIDRO",5-2,
"1,285",APOYO A PNP,13/10/2018 13:34,,"AV. PRADO OESTE, JAVIER N° 0586, SAN ISIDRO",3-1,
"1,286",APOYO A PNP,13/10/2018 12:58,,"CA. 30 (URB. CORPAC) N° 0285, SAN ISIDRO",5-4,
"1,287",APOYO A PNP,13/10/2018 12:27,,"CA. TRADICIONES, SAN ISIDRO",3-1,
"1,288",APOYO A PNP,13/10/2018 12:26,,"AV. MIRO QUESADA, AURELIO, SAN ISIDRO",3-2,
"1,289",APOYO A PNP,13/10/2018 12:25,,"AV. CANAVAL MOREYRA, ENRIQUE, SAN ISIDRO",5-2,
"1,290",APOYO A PNP,13/10/2018 12:15,,"CA. PUERTO DE PALOS N° 0150, SAN ISIDRO",3-3,
"1,291",APOYO A PNP,13/10/2018 12:12,,"CA. FUENTES, MANUEL ATANASIO N° 0206, SAN ISIDRO",4-1,
"1,292",APOYO A PNP,13/10/2018 11:55,,"CA. FERREYROS URMENETA, DR. CARLOS ENRIQUE, SAN ISIDRO",5-3,
"1,293",APOYO A PNP,13/10/2018 11:40,,"CA. TUCANES N° 0295, SAN ISIDRO",4-4,
"1,294",APOYO A PNP,13/10/2018 10:20,,"AV. PRADO OESTE, JAVIER, SAN ISIDRO",3-1,
"1,295",APOYO A PNP,13/10/2018 09:50,,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0932, SAN ISIDRO",2-1,
"1,296",APOYO A PNP,13/10/2018 09:43,,"CA. ALZAMORA - ESTE, LIZARDO N° 0260, SAN ISIDRO",3-2,
"1,297",APOYO A PNP,13/10/2018 09:37,,"CA. LOS CIPRESES N° 0432, SAN ISIDRO",1-6,
"1,298",APOYO A PNP,13/10/2018 09:28,,"C.HAB RESIDENCIAL SANTA CRUZ BLK N-101 , SAN ISIDRO",2-4,
"1,299",APOYO A PNP,13/10/2018 09:25,,"AV. PEREZ ARANIBAR, AUGUSTO N° 2185, SAN ISIDRO",2-7,
"1,300",APOYO A PNP,13/10/2018 09:08,,"CA. VIRTUD Y UNION N° 0195, SAN ISIDRO",5-3,
"1,301",APOYO A PNP,13/10/2018 08:30,,"CA. DE ACOSTA, JOSÉ N° 0226, SAN ISIDRO",2-1,
"1,302",APOYO A PNP,13/10/2018 08:07,,"AV. DOS DE MAYO N° 1099, SAN ISIDRO",1-2,
"1,303",APOYO A PNP,13/10/2018 07:35,,"CA. BAÑON, MANUEL, SAN ISIDRO",3-1,
"1,304",APOYO A PNP,13/10/2018 06:11,,"CA. TOLEDO, VIRREY, SAN ISIDRO",4-1,
"1,305",APOYO A PNP,13/10/2018 05:03,,"CA. HALCONES N° 0249, SAN ISIDRO",4-4,
"1,306",APOYO A PNP,13/10/2018 03:19,,"CA. 33 (URB. CORPAC) N° 0210 DPTO 303, SAN ISIDRO",5-4,
"1,307",APOYO A PNP,13/10/2018 02:50,,"AV. PASEO PARODI, SAN ISIDRO",4-1,
"1,308",APOYO A PNP,13/10/2018 01:11,,"CA. LOS SAUCES N° 0283, SAN ISIDRO",3-1,
"1,309",APOYO A PNP,13/10/2018 00:56,,"AV. ALVAREZ CALDERON N° 0795, SAN ISIDRO",2-5,
"1,310",APOYO A PNP,13/10/2018 00:49,,"AV. SALAVERRY, GENERAL, SAN ISIDRO",1-1,
"1,311",APOYO A PNP,13/10/2018 00:27,,"CA. GONZALES DE LA ROSA, MANUEL N° 0630, SAN ISIDRO",1-3,
"1,312",APOYO A PNP,13/10/2018 00:13,,"CA. VALLE RIESTRA, GRAL FRANCISCO N° 0576, SAN ISIDRO",2-2,
"1,313",APOYO A PNP,12/10/2018 23:50,,"CA. LAS FLORES, SAN ISIDRO",1-1,
"1,314",APOYO A PNP,12/10/2018 22:41,,"CA. ANCHORENA, JOSÉ DIONISIO N° 0010, SAN ISIDRO",2-2,
"1,315",APOYO A PNP,12/10/2018 21:53,,"CA. BLONDET, MAYOR ARMANDO N° 0258, SAN ISIDRO",4-4,
"1,316",APOYO A PNP,12/10/2018 21:30,,"AV. ALVAREZ CALDERON N° 0530 DPTO 01, SAN ISIDRO",2-5,
"1,317",APOYO A PNP,12/10/2018 21:23,,"CA. VALLE RIESTRA, GRAL FRANCISCO N° 0576, SAN ISIDRO",2-2,
"1,318",APOYO A PNP,12/10/2018 20:23,,"AV. PORTILLO, CORONEL PEDRO N° 0102, SAN ISIDRO",2-2,
"1,319",APOYO A PNP,12/10/2018 19:57,,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° 0393, SAN ISIDRO",5-2,
"1,320",APOYO A PNP,12/10/2018 19:32,,"CA. LOS EUCALIPTOS N° 0145, SAN ISIDRO",1-5,
"1,321",APOYO A PNP,12/10/2018 19:30,,"CA. BURGOS N° 0501, SAN ISIDRO",1-1,
"1,322",APOYO A PNP,12/10/2018 19:13,,"CA. TORRES MATOS N° 0134, SAN ISIDRO",1-3,
"1,323",APOYO A PNP,12/10/2018 19:10,,"CA. DEL CARPIO, JUAN N° 0151, SAN ISIDRO",4-3,
"1,324",APOYO A PNP,12/10/2018 19:06,,"AV. SALAVERRY, GENERAL, SAN ISIDRO",1-1,
"1,325",APOYO A PNP,12/10/2018 19:04,,"AV. PEZET, GENERAL JUAN ANTONIO, SAN ISIDRO",2-2,
"1,326",APOYO A PNP,12/10/2018 19:04,,"AV. SALAVERRY, GENERAL, SAN ISIDRO",2-1,
"1,327",APOYO A PNP,12/10/2018 18:49,,"CA. BURGOS, SAN ISIDRO",1-1,
"1,328",APOYO A PNP,12/10/2018 18:27,,"CA. ANGULO RAMIREZ, DR. RICARDO J., SAN ISIDRO",5-1,
"1,329",APOYO A PNP,12/10/2018 18:08,,"C.HAB RESIDENCIAL SANTA CRUZ BLK C , SAN ISIDRO",2-4,
"1,330",APOYO A PNP,12/10/2018 17:47,,"CA. 8 (URB. CORPAC) N° 0153, SAN ISIDRO",5-3,
"1,331",APOYO A PNP,12/10/2018 17:40,,"CA. TORRES MATOS N° 0130, SAN ISIDRO",1-3,
"1,332",APOYO A PNP,12/10/2018 17:24,,"CA. REYES, CORONEL ANDRÉS N° 0550, SAN ISIDRO",4-2,
"1,333",APOYO A PNP,12/10/2018 17:22,,"AV. PEREZ ARANIBAR, AUGUSTO N° 2185, SAN ISIDRO",2-7,
"1,334",APOYO A PNP,12/10/2018 17:10,,"CA. LOS ANADES N° 0125 INT 102, SAN ISIDRO",5-1,
"1,335",APOYO A PNP,12/10/2018 17:07,,"CA. BASURCO, SANTIAGO M. N° 0172, SAN ISIDRO",2-5,
"1,336",APOYO A PNP,12/10/2018 16:38,,"CA. LAS MORERAS, SAN ISIDRO",1-4,
"1,337",APOYO A PNP,12/10/2018 16:32,,"CA. LA JARA, CAPITANES N° 0144, SAN ISIDRO",4-3,
"1,338",APOYO A PNP,12/10/2018 16:14,,"AV. BASADRE GROHMANN, JORGE N° 1465 DPTO 601, SAN ISIDRO",1-5,
"1,339",APOYO A PNP,12/10/2018 16:01,,"AV. GUARDIA CIVIL N° 1203, SAN ISIDRO",5-4,
"1,340",APOYO A PNP,12/10/2018 15:50,,"CA. BOLOGNESI, AUGUSTO, SAN ISIDRO",2-2,
"1,341",APOYO A PNP,12/10/2018 15:14,,"CA. CIEZA DE LEON N° 0170, SAN ISIDRO",4-1,
"1,342",APOYO A PNP,12/10/2018 15:00,,"AV. SALAVERRY, GENERAL N° 2417, SAN ISIDRO",1-1,
"1,343",APOYO A PNP,12/10/2018 14:59,,"CA. LOS CIPRESES N° 0292, SAN ISIDRO",1-2,
"1,344",APOYO A PNP,12/10/2018 13:33,,"CA. LAS ORQUIDEAS N° 0460, SAN ISIDRO",4-2,
"1,345",APOYO A PNP,12/10/2018 12:27,,"AV. DEL PARQUE SUR N° 0185, SAN ISIDRO",5-1,
"1,346",APOYO A PNP,12/10/2018 11:32,,"AV. GUARDIA CIVIL N° 1203, SAN ISIDRO",5-4,
"1,347",APOYO A PNP,12/10/2018 11:21,,"CA. GARCIA, GODOFREDO N° 0253, SAN ISIDRO",2-2,
"1,348",APOYO A PNP,12/10/2018 11:10,,"CA. LOS LIBERTADORES, SAN ISIDRO",3-2,
"1,349",APOYO A PNP,12/10/2018 10:48,,"CA. CISNES N° 0165, SAN ISIDRO",4-4,
"1,350",APOYO A PNP,12/10/2018 10:44,,"AV. BELAUNDE, VÍCTOR ANDRÉS, SAN ISIDRO",3-1,
"1,351",APOYO A PNP,12/10/2018 10:35,,"MA. BERNALES GARCIA, LUIS, SAN ISIDRO",2-1,
"1,352",APOYO A PNP,12/10/2018 10:32,,"AV. GUARDIA CIVIL N° 1026, SAN ISIDRO",5-1,
"1,353",APOYO A PNP,12/10/2018 10:30,,"AV. GALVEZ BARRENECHEA, JOSÉ, SAN ISIDRO",5-4,
"1,354",APOYO A PNP,12/10/2018 09:27,,"C.HAB RESIDENCIAL SANTA CRUZ BLK N , SAN ISIDRO",2-4,
"1,355",APOYO A PNP,12/10/2018 08:49,,"CA. FUENTES, MANUEL ATANASIO, SAN ISIDRO",4-1,
"1,356",APOYO A PNP,12/10/2018 08:35,,"AV. AREQUIPA, SAN ISIDRO",3-1,
"1,357",APOYO A PNP,12/10/2018 08:19,,"PQ. PARQUE RENAN ELIAS N° SN, SAN ISIDRO",2-3,
"1,358",APOYO A PNP,12/10/2018 08:14,,"CA. RIO DE LA PLATA N° 0250, SAN ISIDRO",4-3,
"1,359",APOYO A PNP,12/10/2018 08:14,,"CA. LOS LAURELES N° 0383, SAN ISIDRO",1-5,
"1,360",APOYO A PNP,12/10/2018 03:51,,"CA. LA TORRE, BALTAZAR N° 0760 DPTO 402, SAN ISIDRO",2-2,
"1,361",APOYO A PNP,12/10/2018 02:38,,"CA. VILLARAN, LUIS FELIPE N° 0060, SAN ISIDRO",4-1,
"1,362",APOYO A PNP,12/10/2018 01:33,,"AV. SALAVERRY, GENERAL, SAN ISIDRO",1-1,
"1,363",APOYO A PNP,12/10/2018 00:35,,"CA. REYES, CORONEL ANDRÉS, SAN ISIDRO",4-2,
"1,364",APOYO A PNP,12/10/2018 00:25,,"AV. PEZET, GENERAL JUAN ANTONIO N° 1311, SAN ISIDRO",2-2,
"1,365",APOYO A PNP,11/10/2018 23:52,,"AV. ALVAREZ CALDERON, SAN ISIDRO",2-5,
"1,366",APOYO A PNP,11/10/2018 23:49,,"AV. DASSO, MIGUEL N° 0126, SAN ISIDRO",2-5,
"1,367",APOYO A PNP,11/10/2018 21:47,,"CA. MASIAS, FRANCISCO N° 0555, SAN ISIDRO",4-2,
"1,368",APOYO A PNP,11/10/2018 21:39,,"CA. CHINCHON, SAN ISIDRO",4-2,
"1,369",APOYO A PNP,11/10/2018 21:15,,"CA. GUANAHANI N° 0100, SAN ISIDRO",3-3,
"1,370",APOYO A PNP,11/10/2018 21:09,,"CA. BURGOS N° 0570, SAN ISIDRO",1-1,
"1,371",APOYO A PNP,11/10/2018 20:32,,"AV. DOS DE MAYO N° 1119, SAN ISIDRO",1-2,
"1,372",APOYO A PNP,11/10/2018 20:13,,"C.HAB RESIDENCIAL SANTA CRUZ , SAN ISIDRO",2-4,
"1,373",APOYO A PNP,11/10/2018 19:29,,"CA. LA HABANA, SAN ISIDRO",4-3,
"1,374",APOYO A PNP,11/10/2018 19:21,,"CA. LAS FLORES N° 0399, SAN ISIDRO",1-5,
"1,375",APOYO A PNP,11/10/2018 19:05,,"CA. GARCIA, GODOFREDO N° 0175 DPTO 501, SAN ISIDRO",2-1,
"1,376",APOYO A PNP,11/10/2018 18:43,,"CA. ALCATRACES N° 0174, SAN ISIDRO",4-4,
"1,377",APOYO A PNP,11/10/2018 16:59,,"AV. LOS CONQUISTADORES N° 0918, SAN ISIDRO",3-2,
"1,378",APOYO A PNP,11/10/2018 16:52,,"CA. DE BEAUDIEZ, TNTE CRNEL PAUL, SAN ISIDRO",2-3,
"1,379",APOYO A PNP,11/10/2018 16:33,,"PSJE. NN 48    (URB. LIMATAMBO) N° SN, SAN ISIDRO",4-4,
"1,380",APOYO A PNP,11/10/2018 16:16,,"CA. LOS LIBERTADORES N° 0771, SAN ISIDRO",3-2,
"1,381",APOYO A PNP,11/10/2018 16:14,,"AV. PRADO OESTE, JAVIER, SAN ISIDRO",3-1,
"1,382",APOYO A PNP,11/10/2018 15:44,,"CA. ROMANET, TENIENTE JOSÉ N° 0429, SAN ISIDRO",2-3,
"1,383",APOYO A PNP,11/10/2018 15:13,,"CA. LOS CASTAÑOS, SAN ISIDRO",1-4,
"1,384",APOYO A PNP,11/10/2018 14:48,,"PQ. PLAZUELA GANDHI N° SN, SAN ISIDRO",2-7,
"1,385",APOYO A PNP,11/10/2018 14:03,,"CA. DELLEPIANI, JUAN N° 0150, SAN ISIDRO",2-2,
"1,386",APOYO A PNP,11/10/2018 14:02,,"AV. SALAVERRY, GENERAL N° 3738, SAN ISIDRO",2-1,
"1,387",APOYO A PNP,11/10/2018 14:00,,"CA. SUCRE, MARISCAL N° 0501, SAN ISIDRO",2-6,
"1,388",APOYO A PNP,11/10/2018 13:59,,"AV. PEREZ ARANIBAR, AUGUSTO N° SN, SAN ISIDRO",2-7,
"1,389",APOYO A PNP,11/10/2018 13:58,,"AV. LOS INCAS, SAN ISIDRO",3-3,
"1,390",APOYO A PNP,11/10/2018 13:57,,"MA. BERNALES GARCIA, LUIS N° 0183, SAN ISIDRO",2-1,
"1,391",APOYO A PNP,11/10/2018 13:54,,"CA. PUNTA NEGRA N° 0720, SAN ISIDRO",2-1,
"1,392",APOYO A PNP,11/10/2018 13:53,,"AV. BASADRE GROHMANN, JORGE, SAN ISIDRO",1-5,
"1,393",APOYO A PNP,11/10/2018 13:50,,"AV. DASSO, MIGUEL N° 0153, SAN ISIDRO",2-5,
"1,394",APOYO A PNP,11/10/2018 13:47,,"AV. ARAMBURU, ANDRÉS, SAN ISIDRO",4-4,
"1,395",APOYO A PNP,11/10/2018 12:18,,"PQ. PARQUE MOREYRA N° 0105, SAN ISIDRO",3-3,
"1,396",APOYO A PNP,11/10/2018 12:11,,"CA. TUCANES N° 0295, SAN ISIDRO",4-4,
"1,397",APOYO A PNP,11/10/2018 11:51,,"CA. MORALES DE LA TORRE, RAYMUNDO N° 0138, SAN ISIDRO",3-3,
"1,398",APOYO A PNP,11/10/2018 11:45,,"CA. LOS RUISEÑORES OESTE N° 0277, SAN ISIDRO",5-1,
"1,399",APOYO A PNP,11/10/2018 11:45,,"AV. DASSO, MIGUEL N° 0185, SAN ISIDRO",2-5,
"1,400",APOYO A PNP,11/10/2018 10:56,,"CA. ALCATRACES N° 0174, SAN ISIDRO",4-4,
"1,401",APOYO A PNP,11/10/2018 10:30,,"CA. VILLARREAL, FEDERICO N° 0271, SAN ISIDRO",4-1,
"1,402",APOYO A PNP,11/10/2018 10:04,,"CA. MAIMONIDES, MOSHE BEN MAIMON N° 0581, SAN ISIDRO",2-2,
"1,403",APOYO A PNP,11/10/2018 09:45,,"CA. HALCONES N° 0166, SAN ISIDRO",4-4,
"1,404",APOYO A PNP,11/10/2018 09:19,,"CA. PEREZ DE TUDELA, MANUEL N° 0129, SAN ISIDRO",3-3,
"1,405",APOYO A PNP,11/10/2018 09:14,,"CA. OLAVIDE N° 0395, SAN ISIDRO",4-1,
"1,406",APOYO A PNP,11/10/2018 08:36,,"CA. LOS NOGALES N° 0472, SAN ISIDRO",1-5,
"1,407",APOYO A PNP,11/10/2018 08:23,,"AV. PASEO PARODI, SAN ISIDRO",4-1,
"1,408",APOYO A PNP,11/10/2018 08:11,,"AV. EL ROSARIO N° 0450, SAN ISIDRO",1-6,
"1,409",APOYO A PNP,11/10/2018 07:57,,"AV. PRADO ESTE, JAVIER N° 1330, SAN ISIDRO",5-3,
"1,410",APOYO A PNP,11/10/2018 04:34,,"AV. PORTILLO, CORONEL PEDRO N° 0170, SAN ISIDRO",2-2,
"1,411",APOYO A PNP,11/10/2018 01:04,,"CA. 33 (URB. CORPAC) N° 0101 PIS 2, SAN ISIDRO",5-4,
"1,412",APOYO A PNP,11/10/2018 00:37,,"CA. LA FUENTE, GENERAL N° 0195, SAN ISIDRO",2-2,
"1,413",APOYO A PNP,10/10/2018 23:50,,"CA. TORRES MATOS N° 0108, SAN ISIDRO",1-3,
"1,414",APOYO A PNP,10/10/2018 23:50,,"CA. TORRES MATOS N° 0126, SAN ISIDRO",1-3,
"1,415",APOYO A PNP,10/10/2018 23:47,,"AV. CADIZ N° 0280, SAN ISIDRO",1-1,
"1,416",APOYO A PNP,10/10/2018 23:29,,"AV. DE ALIAGA, JUAN, SAN ISIDRO",2-6,
"1,417",APOYO A PNP,10/10/2018 22:30,,"AV. SALAVERRY, GENERAL, SAN ISIDRO",1-1,
"1,418",APOYO A PNP,10/10/2018 21:08,,"PQ. PARQUE BENEMERITA GUARDIA CIVIL N° SN, SAN ISIDRO",2-7,
"1,419",APOYO A PNP,10/10/2018 21:06,,"PQ. PARQUE DE ACOSTA JOSE N° SN, SAN ISIDRO",2-1,
"1,420",APOYO A PNP,10/10/2018 21:01,,"CA. HARRIS, PAUL P. N° 0160, SAN ISIDRO",2-3,
"1,421",APOYO A PNP,10/10/2018 21:00,,"CA. HARRIS, PAUL P. N° 0160, SAN ISIDRO",2-3,
"1,422",APOYO A PNP,10/10/2018 20:44,,"CA. ASPILLAGA, ANTERO N° 0435, SAN ISIDRO",3-3,
"1,423",APOYO A PNP,10/10/2018 20:16,,"CA. LOS OLIVOS N° 0364, SAN ISIDRO",3-1,
"1,424",APOYO A PNP,10/10/2018 20:12,,"CA. CHOQUEHUANCA N° 0240, SAN ISIDRO",3-3,
"1,425",APOYO A PNP,10/10/2018 18:08,,"AV. CAMINO REAL N° 1298, SAN ISIDRO",2-5,
"1,426",APOYO A PNP,10/10/2018 17:57,,"CA. BAÑON, MANUEL, SAN ISIDRO",3-1,
"1,427",APOYO A PNP,10/10/2018 17:49,,"AV. DE RIBERA, NICOLÁS, SAN ISIDRO",1-5,
"1,428",APOYO A PNP,10/10/2018 17:47,,"CA. BURGOS N° 0179 BLK B, SAN ISIDRO",1-2,
"1,429",APOYO A PNP,10/10/2018 16:50,,"CA. COCHRANE, ALMIRANTE LORD N° 0150 INT E, SAN ISIDRO",3-2,
"1,430",APOYO A PNP,10/10/2018 16:40,,"CA. GUANAHANI N° 0160, SAN ISIDRO",3-3,
"1,431",APOYO A PNP,10/10/2018 16:21,,"AV. LOS CONQUISTADORES, SAN ISIDRO",3-3,
"1,432",APOYO A PNP,10/10/2018 16:16,,"AV. PETIT THOUARS N° 3991, SAN ISIDRO",4-3,
"1,433",APOYO A PNP,10/10/2018 15:59,,"AV. PRADO ESTE, JAVIER N° 0560, SAN ISIDRO",4-2,
"1,434",APOYO A PNP,10/10/2018 15:45,,"CA. BURGOS N° 0179, SAN ISIDRO",1-2,
"1,435",APOYO A PNP,10/10/2018 14:53,,"CA. GIBSON MOLLER, PERCY N° 0288, SAN ISIDRO",4-1,
"1,436",APOYO A PNP,10/10/2018 14:31,,"CA. LAS CASTAÑITAS N° 0117, SAN ISIDRO",5-1,
"1,437",APOYO A PNP,10/10/2018 14:27,,"AV. DOS DE MAYO N° 0961 DPTO 201, SAN ISIDRO",1-2,
"1,438",APOYO A PNP,10/10/2018 14:25,,"CA. COUNTRY N° 0110, SAN ISIDRO",1-4,
