N°,CASO,DÍA,FECHA,MODALIDAD,MEDIO,DIRECCIÓN
"1,103",00763063,SÁBADO,12/01/2019 14:01,,TELÉFONO,"AV. CANAVAL MOREYRA, ENRIQUE N° 0505, SAN ISIDRO"
"1,104",00763061,SÁBADO,12/01/2019 13:48,,TELÉFONO,"CA. LOS LAURELES N° 0240, SAN ISIDRO"
"1,105",00763056,SÁBADO,12/01/2019 13:26,,TELÉFONO,"CA. LOS LAURELES, SAN ISIDRO"
"1,106",00763049,SÁBADO,12/01/2019 13:13,,TELÉFONO,"CA. TUCANES N° 0295, SAN ISIDRO"
"1,107",00763040,SÁBADO,12/01/2019 12:42,,TELÉFONO,"CA. LOS CIPRESES, SAN ISIDRO"
"1,108",00763045,SÁBADO,12/01/2019 11:48,,RADIO,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
"1,109",00763028,SÁBADO,12/01/2019 11:31,,RADIO,"CA. LAS CAMELIAS, SAN ISIDRO"
"1,110",00763025,SÁBADO,12/01/2019 11:25,,TELÉFONO,"C.HAB RESIDENCIAL SANTA CRUZ DPTO 208 , SAN ISIDRO"
"1,111",00763020,SÁBADO,12/01/2019 11:09,,TELÉFONO,"AV. PEREZ ARANIBAR, AUGUSTO N° 151670 DPTO 2, SAN ISIDRO"
"1,112",00763017,SÁBADO,12/01/2019 10:59,,TELÉFONO,"AV. PRADO OESTE, JAVIER N° 040140, SAN ISIDRO"
"1,113",00763011,SÁBADO,12/01/2019 10:48,,RADIO,"PQ. BOSQUE EL OLIVAR N° SN, SAN ISIDRO"
"1,114",00763007,SÁBADO,12/01/2019 10:44,,TELÉFONO,"AV. ARAMBURU, ANDRÉS, SAN ISIDRO"
"1,115",00762988,SÁBADO,12/01/2019 10:04,,TELÉFONO,"CA. DE LA MONCLOVA, CONDE N° 020173, SAN ISIDRO"
"1,116",00762997,SÁBADO,12/01/2019 09:11,,RADIO,"CA. REYES, CORONEL ANDRÉS N° 0472, SAN ISIDRO"
"1,117",00763001,SÁBADO,12/01/2019 08:56,,RADIO,"CA. ROMAN, JOSÉ E. N° 0125, SAN ISIDRO"
"1,118",00762967,SÁBADO,12/01/2019 07:39,,TELÉFONO,"AV. DE RIBERA, NICOLÁS N° 0610 DPTO 2002, SAN ISIDRO"
"1,119",00762966,SÁBADO,12/01/2019 07:33,,RADIO,"AV. LOS CONQUISTADORES N° 1048, SAN ISIDRO"
"1,120",00762962,SÁBADO,12/01/2019 07:05,,TELÉFONO,"CA. 31 (URB. CORPAC) N° 0337 DPTO 202, SAN ISIDRO"
"1,121",00762952,SÁBADO,12/01/2019 03:58,,TELÉFONO,"CA. LAS MORERAS N° 0112, SAN ISIDRO"
"1,122",00762956,SÁBADO,12/01/2019 03:32,,RADIO,"CA. SEMINARIO, MIGUEL GERÓNIMO N° 0370, SAN ISIDRO"
"1,123",00762955,SÁBADO,12/01/2019 02:56,,RADIO,"CA. SEMINARIO, MIGUEL GERÓNIMO N° 0370, SAN ISIDRO"
"1,124",00762951,SÁBADO,12/01/2019 02:16,,RADIO,"AV. SALAVERRY, GENERAL, SAN ISIDRO"
"1,125",00762940,SÁBADO,12/01/2019 01:12,,TELÉFONO,"CA. 27 (URB. CORPAC) N° 010139, SAN ISIDRO"
"1,126",00762939,SÁBADO,12/01/2019 00:48,,TELÉFONO,"CA. GIBSON MOLLER, PERCY, SAN ISIDRO"
"1,127",00762937,SÁBADO,12/01/2019 00:37,,TELÉFONO,"AV. DEL CAMPO, ALBERTO N° 0264, SAN ISIDRO"
"1,128",00762926,SÁBADO,12/01/2019 00:12,,TELÉFONO,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° 0315, SAN ISIDRO"
"1,129",00762922,VIERNES,11/01/2019 23:43,,TELÉFONO,"AV. PRADO OESTE, JAVIER N° 0970 DPTO 1204, SAN ISIDRO"
"1,130",00762916,VIERNES,11/01/2019 23:13,,TELÉFONO,"CA. BLONDET, MAYOR ARMANDO, SAN ISIDRO"
"1,131",00762903,VIERNES,11/01/2019 22:33,,TELÉFONO,"AV. DEL PARQUE NORTE N° 0435, SAN ISIDRO"
"1,132",00762888,VIERNES,11/01/2019 20:30,,RADIO,"CA. 19 (URB. CORPAC), SAN ISIDRO"
"1,133",00762887,VIERNES,11/01/2019 20:29,,TELÉFONO,
"1,134",00762886,VIERNES,11/01/2019 20:23,,TELÉFONO,"AV. PRADO ESTE, JAVIER N° SN, SAN ISIDRO"
"1,135",00762885,VIERNES,11/01/2019 20:21,,TELÉFONO,"CA. GARCIA, GODOFREDO N° 0490, SAN ISIDRO"
"1,136",00762877,VIERNES,11/01/2019 19:57,,TELÉFONO,"CA. 18 NORTE (URB. CORPAC) N° 0229, SAN ISIDRO"
"1,137",00762876,VIERNES,11/01/2019 19:54,,TELÉFONO,"CA. LAS FLORES N° 0410, SAN ISIDRO"
"1,138",00762873,VIERNES,11/01/2019 19:47,,TELÉFONO,"AV. PRADO OESTE, JAVIER N° 010875, SAN ISIDRO"
"1,139",00762868,VIERNES,11/01/2019 18:56,,RADIO,"AV. GALVEZ BARRENECHEA, JOSÉ, SAN ISIDRO"
"1,140",00762865,VIERNES,11/01/2019 18:47,,RADIO,"CA. 2 (URB. ORRANTIA DEL MAR - ZONA V) N° 240190, SAN ISIDRO"
"1,141",00762857,VIERNES,11/01/2019 18:22,,RADIO,"CA. LAS CAMELIAS N° 020130, SAN ISIDRO"
"1,142",00762854,VIERNES,11/01/2019 18:12,,TELÉFONO,"CA. TUCANES N° 0295, SAN ISIDRO"
"1,143",00762844,VIERNES,11/01/2019 17:33,,TELÉFONO,"CA. RIO DE LA PLATA N° 0250 DPTO 224, SAN ISIDRO"
"1,144",00762841,VIERNES,11/01/2019 17:30,,TELÉFONO,"AV. GUARDIA CIVIL N° 0994, SAN ISIDRO"
"1,145",00762839,VIERNES,11/01/2019 17:20,,RADIO,"PQ. PARQUE JOSE LUIS BUSTAMANTE Y RIVERO N° SN, SAN ISIDRO"
"1,146",00762832,VIERNES,11/01/2019 16:38,,TELÉFONO,"PQ. GOSTA LETTERSTEN HOLTZEN N° SN, SAN ISIDRO"
"1,147",00762875,VIERNES,11/01/2019 16:27,,RADIO,"PQ. JOSE LUIS BUSTAMANTE Y RIVERO N° SN, SAN ISIDRO"
"1,148",00762878,VIERNES,11/01/2019 16:05,,RADIO,"CA. CHINCHON, SAN ISIDRO"
"1,149",00762820,VIERNES,11/01/2019 15:59,,TELÉFONO,"CA. TUCANES N° 0295, SAN ISIDRO"
"1,150",00762818,VIERNES,11/01/2019 15:51,,TELÉFONO,"CA. LA REPUBLICA N° 080790, SAN ISIDRO"
"1,151",00762809,VIERNES,11/01/2019 15:30,,TELÉFONO,"PQ. PARQUE PEDRO MURILLO N° SN, SAN ISIDRO"
"1,152",00762808,VIERNES,11/01/2019 15:29,,TELÉFONO,"CA. LOS RUISEÑORES OESTE N° 0257, SAN ISIDRO"
"1,153",00762805,VIERNES,11/01/2019 15:20,,TELÉFONO,"AV. PETIT THOUARS, SAN ISIDRO"
"1,154",00762798,VIERNES,11/01/2019 15:01,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 0881, SAN ISIDRO"
"1,155",00762764,VIERNES,11/01/2019 13:30,,TELÉFONO,"CA. 17 (URB. CORPAC) N° 0427, SAN ISIDRO"
"1,156",00762752,VIERNES,11/01/2019 12:54,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 0881, SAN ISIDRO"
"1,157",00762739,VIERNES,11/01/2019 12:13,,RADIO,"CA. DE BEAUDIEZ, TNTE CRNEL PAUL, SAN ISIDRO"
"1,158",00762737,VIERNES,11/01/2019 12:11,,TELÉFONO,"CA. CHINCHON N° 290874 DPTO G, SAN ISIDRO"
"1,159",00762780,VIERNES,11/01/2019 11:58,,RADIO,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
"1,160",00762778,VIERNES,11/01/2019 11:48,,RADIO,"AV. REPUBLICA DE COLOMBIA, SAN ISIDRO"
"1,161",00762716,VIERNES,11/01/2019 11:09,,TELÉFONO,"CA. CHOQUEHUANCA, SAN ISIDRO"
"1,162",00762713,VIERNES,11/01/2019 11:03,,TELÉFONO,"CA. TORRES MATOS, SAN ISIDRO"
"1,163",00762706,VIERNES,11/01/2019 10:35,,TELÉFONO,"AV. PORTILLO, CORONEL PEDRO N° 0350, SAN ISIDRO"
"1,164",00762690,VIERNES,11/01/2019 09:49,,TELÉFONO,"AV. CAVENECIA, EMILIO, SAN ISIDRO"
"1,165",00762662,VIERNES,11/01/2019 07:37,,TELÉFONO,"CA. LOS MILANOS N° 120544, SAN ISIDRO"
"1,166",00762661,VIERNES,11/01/2019 07:26,,TELÉFONO,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0938, SAN ISIDRO"
"1,167",00762657,VIERNES,11/01/2019 05:49,,RADIO,"CA. LAS BEGONIAS N° 0701, SAN ISIDRO"
"1,168",00762656,VIERNES,11/01/2019 03:59,,TELÉFONO,"CA. 3 (URB. ORRANTIA DEL MAR - ZONA V) N° 0110, SAN ISIDRO"
"1,169",00762655,VIERNES,11/01/2019 03:19,,TELÉFONO,"CA. ODRIOZOLA, CORONEL N° 0171, SAN ISIDRO"
"1,170",00762654,VIERNES,11/01/2019 03:07,,TELÉFONO,"CA. TAMAYO, AUGUSTO N° 0190, SAN ISIDRO"
"1,171",00762647,VIERNES,11/01/2019 02:36,,TELÉFONO,"CA. OLAVIDE N° 0151, SAN ISIDRO"
"1,172",00762646,VIERNES,11/01/2019 02:21,,TELÉFONO,"AV. PEZET, GENERAL JUAN ANTONIO N° 0685, SAN ISIDRO"
"1,173",00762645,VIERNES,11/01/2019 01:23,,TELÉFONO,"AV. PEZET, GENERAL JUAN ANTONIO, SAN ISIDRO"
"1,174",00762644,VIERNES,11/01/2019 01:17,,TELÉFONO,"AV. GUARDIA CIVIL N° 0820 DPTO 501, SAN ISIDRO"
"1,175",00762643,VIERNES,11/01/2019 01:03,,TELÉFONO,"AV. DASSO, MIGUEL N° 0199, SAN ISIDRO"
"1,176",00762639,VIERNES,11/01/2019 00:39,,TELÉFONO,"C.HAB RESIDENCIAL SANTA CRUZ BLK U , SAN ISIDRO"
"1,177",00762638,VIERNES,11/01/2019 00:25,,TELÉFONO,"CA. LOS CIPRESES N° 0195, SAN ISIDRO"
"1,178",00762624,JUEVES,10/01/2019 23:58,,TELÉFONO,"CA. 16 (URB. CORPAC), SAN ISIDRO"
"1,179",00762621,JUEVES,10/01/2019 23:46,,TELÉFONO,"AV. DEL CAMPO, ALBERTO DPTO 1302, SAN ISIDRO"
"1,180",00762620,JUEVES,10/01/2019 23:44,,TELÉFONO,"CA. LOS CIPRESES N° 0286 DPTO 1503, SAN ISIDRO"
"1,181",00762618,JUEVES,10/01/2019 23:29,,TELÉFONO,"AV. SANTO TORIBIO N° 0390, SAN ISIDRO"
"1,182",00762591,JUEVES,10/01/2019 22:11,,TELÉFONO,"CA. DE CERVANTES SAAVEDRA, MIGUEL N° 0110, SAN ISIDRO"
"1,183",00762589,JUEVES,10/01/2019 22:10,,TELÉFONO,"CA. ALOMIA ROBLES, DANIEL N° 0120, SAN ISIDRO"
"1,184",00762581,JUEVES,10/01/2019 21:52,,TELÉFONO,"CA. 24 (URB. CORPAC), SAN ISIDRO"
"1,185",00762568,JUEVES,10/01/2019 21:03,,TELÉFONO,"CA. ALCATRACES N° 130174, SAN ISIDRO"
"1,186",00762522,JUEVES,10/01/2019 17:54,,TELÉFONO,"AV. DOS DE MAYO N° 110602, SAN ISIDRO"
"1,187",00762557,JUEVES,10/01/2019 17:51,,RADIO,"AV. CANAVAL MOREYRA, ENRIQUE, SAN ISIDRO"
"1,188",00762516,JUEVES,10/01/2019 17:37,,TELÉFONO,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
"1,189",00762490,JUEVES,10/01/2019 15:45,,TELÉFONO,"CA. ANCHORENA, JOSÉ DIONISIO, SAN ISIDRO"
"1,190",00762464,JUEVES,10/01/2019 14:17,,TELÉFONO,"AV. BASADRE GROHMANN, JORGE N° 1385, SAN ISIDRO"
"1,191",00762437,JUEVES,10/01/2019 12:40,,TELÉFONO,"CA. BURGOS, SAN ISIDRO"
"1,192",00762930,JUEVES,10/01/2019 12:05,,RADIO,"AV. SANCHEZ CARRION, FAUSTINO, SAN ISIDRO"
"1,193",00762425,JUEVES,10/01/2019 11:58,,TELÉFONO,"CA. SALAZAR, ALFÉREZ ALFREDO N° 0472 DPTO 201, SAN ISIDRO"
"1,194",00762424,JUEVES,10/01/2019 11:55,,TELÉFONO,"AV. REPUBLICA, PASEO DE LA N° SN, SAN ISIDRO"
"1,195",00762400,JUEVES,10/01/2019 10:08,,TELÉFONO,"CA. LOS LIRIOS N° 0129, SAN ISIDRO"
"1,196",00762395,JUEVES,10/01/2019 09:41,,TELÉFONO,"CA. LA TORRE, BALTAZAR N° 190945, SAN ISIDRO"
"1,197",00762394,JUEVES,10/01/2019 09:34,,RADIO,"CA. 27 (URB. CORPAC) N° SN, SAN ISIDRO"
"1,198",00762387,JUEVES,10/01/2019 09:09,,TELÉFONO,"CA. CARRION, DANIEL ALCIDES N° 0164, SAN ISIDRO"
"1,199",00762381,JUEVES,10/01/2019 08:12,,TELÉFONO,"CA. ROMANET, TENIENTE JOSÉ N° 0348 DPTO 0401, SAN ISIDRO"
"1,200",00762378,JUEVES,10/01/2019 08:08,,TELÉFONO,"CA. HALCONES N° 0343 DPTO 01, SAN ISIDRO"
"1,201",00762369,JUEVES,10/01/2019 06:44,,TELÉFONO,"COSTA VERDE N° SN, SAN ISIDRO"
"1,202",00762368,JUEVES,10/01/2019 02:47,,TELÉFONO,"CA. HARRIS, PAUL P. N° 0162, SAN ISIDRO"
"1,203",00762364,JUEVES,10/01/2019 01:47,,TELÉFONO,"CA. MARCONI, GUILLERMO N° 0225, SAN ISIDRO"
"1,204",00762363,JUEVES,10/01/2019 01:41,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 0881, SAN ISIDRO"
"1,205",00762356,JUEVES,10/01/2019 00:08,,TELÉFONO,"AV. SALAVERRY, GENERAL, SAN ISIDRO"
"1,206",00767098,MIÉRCOLES,09/01/2019 23:45,,RADIO,"AV. CAMINO REAL, SAN ISIDRO"
"1,207",00762349,MIÉRCOLES,09/01/2019 23:08,,RADIO,"CA. REYES, CORONEL ANDRÉS, SAN ISIDRO"
"1,208",00762333,MIÉRCOLES,09/01/2019 21:56,,TELÉFONO,"CA. LAS PALMERAS N° 0331 PIS 01, SAN ISIDRO"
"1,209",00762330,MIÉRCOLES,09/01/2019 21:37,,TELÉFONO,"PQ. MARISCAL GAMARRA N° SN, SAN ISIDRO"
"1,210",00762325,MIÉRCOLES,09/01/2019 21:18,,RADIO,"AV. PRADO OESTE, JAVIER, SAN ISIDRO"
"1,211",00762320,MIÉRCOLES,09/01/2019 21:05,,TELÉFONO,"AV. SANCHEZ CARRION, FAUSTINO, SAN ISIDRO"
"1,212",00762310,MIÉRCOLES,09/01/2019 20:19,,TELÉFONO,"PQ. MARISCAL GAMARRA N° SN, SAN ISIDRO"
"1,213",00762313,MIÉRCOLES,09/01/2019 20:16,,RADIO,"CA. LOS CIPRESES N° 0368, SAN ISIDRO"
"1,214",00762299,MIÉRCOLES,09/01/2019 19:52,,TELÉFONO,"CA. PLASCENCIA, ERNESTO, SAN ISIDRO"
"1,215",00762285,MIÉRCOLES,09/01/2019 19:05,,RADIO,"CA. LA REPUBLICA DPTO 501, SAN ISIDRO"
"1,216",00762282,MIÉRCOLES,09/01/2019 18:59,,TELÉFONO,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
"1,217",00762280,MIÉRCOLES,09/01/2019 18:54,,TELÉFONO,"CA. AUDIENCIA N° 0211, SAN ISIDRO"
"1,218",00762277,MIÉRCOLES,09/01/2019 18:37,,TELÉFONO,"AV. ALVAREZ CALDERON N° 0265, SAN ISIDRO"
"1,219",00762274,MIÉRCOLES,09/01/2019 18:32,,TELÉFONO,"CA. 1 OESTE (URB. CORPAC ) N° 0051 DPTO 302, SAN ISIDRO"
"1,220",00762270,MIÉRCOLES,09/01/2019 18:07,,TELÉFONO,"CA. GUTIERREZ, PLAZA AGUSTIN N° SN, SAN ISIDRO"
"1,221",00762269,MIÉRCOLES,09/01/2019 18:03,,TELÉFONO,"AV. GUARDIA CIVIL N° 0994, SAN ISIDRO"
"1,222",00762261,MIÉRCOLES,09/01/2019 17:43,,TELÉFONO,"CA. LA REPUBLICA N° 050112 DPTO 501, SAN ISIDRO"
"1,223",00762251,MIÉRCOLES,09/01/2019 17:12,,TELÉFONO,"CA. FERREYROS URMENETA, DR. CARLOS ENRIQUE N° 0434 DPTO 202, SAN ISIDRO"
"1,224",00762250,MIÉRCOLES,09/01/2019 17:08,,TELÉFONO,"CA. MERINO REYNA, AMADOR, SAN ISIDRO"
"1,225",00762245,MIÉRCOLES,09/01/2019 16:44,,TELÉFONO,"CA. LA FLORIDA N° 0264, SAN ISIDRO"
"1,226",00762244,MIÉRCOLES,09/01/2019 16:43,,RADIO,"AV. PRADO ESTE, JAVIER N° 031234, SAN ISIDRO"
"1,227",00762224,MIÉRCOLES,09/01/2019 15:28,,TELÉFONO,"CA. LAS OROPENDOLAS, SAN ISIDRO"
"1,228",00762205,MIÉRCOLES,09/01/2019 14:07,,TELÉFONO,"AV. DE ARONA, JUAN, SAN ISIDRO"
"1,229",00762189,MIÉRCOLES,09/01/2019 13:17,,TELÉFONO,"CA. FERREYROS URMENETA, DR. CARLOS ENRIQUE N° 0960, SAN ISIDRO"
"1,230",00762188,MIÉRCOLES,09/01/2019 13:10,,TELÉFONO,"AV. REPUBLICA, PASEO DE LA, SAN ISIDRO"
"1,231",00762180,MIÉRCOLES,09/01/2019 12:40,,RADIO,"CA. CHOQUEHUANCA N° 071480, SAN ISIDRO"
"1,232",00762168,MIÉRCOLES,09/01/2019 11:52,,RADIO,"PQ. PARQUE BENEMERITA GUARDIA CIVIL N° SN, SAN ISIDRO"
"1,233",00762169,MIÉRCOLES,09/01/2019 11:52,,TELÉFONO,"C.HAB RESIDENCIAL SANTA CRUZ BLK S 201 , SAN ISIDRO"
"1,234",00762162,MIÉRCOLES,09/01/2019 11:26,,RADIO,"CA. LOS NARANJOS N° 190263, SAN ISIDRO"
"1,235",00762153,MIÉRCOLES,09/01/2019 10:48,,TELÉFONO,"CA. VILLARAN, LUIS FELIPE N° 0645, SAN ISIDRO"
"1,236",00762152,MIÉRCOLES,09/01/2019 10:47,,RADIO,"AV. AREQUIPA, SAN ISIDRO"
"1,237",00762147,MIÉRCOLES,09/01/2019 10:30,,TELÉFONO,"AV. PRADO OESTE, JAVIER, SAN ISIDRO"
"1,238",00762146,MIÉRCOLES,09/01/2019 10:29,,TELÉFONO,"CA. 31 (URB. CORPAC) N° 0364, SAN ISIDRO"
"1,239",00762144,MIÉRCOLES,09/01/2019 10:21,,TELÉFONO,"PSJE. DE PANDO, JOSÉ MARÍA N° 0150, SAN ISIDRO"
"1,240",00762131,MIÉRCOLES,09/01/2019 09:33,,TELÉFONO,
"1,241",00762127,MIÉRCOLES,09/01/2019 09:12,,TELÉFONO,"CA. CHINCHON, SAN ISIDRO"
"1,242",00762125,MIÉRCOLES,09/01/2019 09:08,,TELÉFONO,
"1,243",00762118,MIÉRCOLES,09/01/2019 08:34,,RADIO,"PQ. PARQUE DE ACOSTA JOSE N° SN, SAN ISIDRO"
"1,244",00762117,MIÉRCOLES,09/01/2019 08:27,,RADIO,"AV. REPUBLICA, PASEO DE LA, SAN ISIDRO"
"1,245",00762116,MIÉRCOLES,09/01/2019 08:11,,RADIO,"CA. A (URB. ORRANTIA DEL MAR - V ZONA) N° 060349, SAN ISIDRO"
"1,246",00762114,MIÉRCOLES,09/01/2019 07:54,,RADIO,"AV. SANCHEZ CARRION, FAUSTINO, SAN ISIDRO"
"1,247",00762113,MIÉRCOLES,09/01/2019 07:45,,TELÉFONO,"CA. IBIS N° 0196, SAN ISIDRO"
"1,248",00762111,MIÉRCOLES,09/01/2019 07:43,,TELÉFONO,"AV. DE ARONA, JUAN, SAN ISIDRO"
"1,249",00762062,MARTES,08/01/2019 22:20,,TELÉFONO,"AV. GALVEZ BARRENECHEA, JOSÉ, SAN ISIDRO"
"1,250",00762060,MARTES,08/01/2019 21:50,,TELÉFONO,"CA. CONCHA, CARLOS N° 0330, SAN ISIDRO"
"1,251",00762058,MARTES,08/01/2019 21:46,,TELÉFONO,"CA. 34 SUR N° 0260, SAN ISIDRO"
"1,252",00762052,MARTES,08/01/2019 21:21,,TELÉFONO,"AV. PEREZ ARANIBAR, AUGUSTO N° 1847, SAN ISIDRO"
"1,253",00762050,MARTES,08/01/2019 21:09,,TELÉFONO,"AV. MIRO QUESADA, AURELIO N° 1005, SAN ISIDRO"
"1,254",00762046,MARTES,08/01/2019 20:51,,TELÉFONO,"CA. GARCIA, GODOFREDO N° 0475, SAN ISIDRO"
"1,255",00762037,MARTES,08/01/2019 20:29,,TELÉFONO,"CA. ARENALES, PROLONGACIÓN GENERAL N° 0341, SAN ISIDRO"
"1,256",00762036,MARTES,08/01/2019 20:27,,TELÉFONO,"CA. DE PORRAS, MARTÍN N° 0150, SAN ISIDRO"
"1,257",00762024,MARTES,08/01/2019 19:50,,TELÉFONO,"CA. VILLARAN, LUIS FELIPE N° 0645, SAN ISIDRO"
"1,258",00762019,MARTES,08/01/2019 19:41,,TELÉFONO,
"1,259",00762011,MARTES,08/01/2019 19:08,,TELÉFONO,"CA. ROMAN, JOSÉ E., SAN ISIDRO"
"1,260",00762009,MARTES,08/01/2019 19:03,,TELÉFONO,"AV. DEL PARQUE NORTE N° 0725, SAN ISIDRO"
"1,261",00762007,MARTES,08/01/2019 18:50,,TELÉFONO,"CA. LOS LAURELES N° 0327, SAN ISIDRO"
"1,262",00762003,MARTES,08/01/2019 18:39,,TELÉFONO,"C.HAB RESIDENCIAL SANTA CRUZ BLK G DPTO. 408., SAN ISIDRO"
"1,263",00762002,MARTES,08/01/2019 18:31,,TELÉFONO,"CA. DELLEPIANI, JUAN N° 0733, SAN ISIDRO"
"1,264",00761993,MARTES,08/01/2019 18:04,,TELÉFONO,"PSJE. PRESCOTT, GUILLERMO N° 0130, SAN ISIDRO"
"1,265",00762039,MARTES,08/01/2019 18:00,,RADIO,"CA. BURGOS N° 0276, SAN ISIDRO"
"1,266",00762043,MARTES,08/01/2019 17:57,,RADIO,"CA. LAS FLORES N° 0399, SAN ISIDRO"
"1,267",00761986,MARTES,08/01/2019 17:27,,TELÉFONO,"AV. CAMINO REAL, SAN ISIDRO"
"1,268",00761982,MARTES,08/01/2019 17:02,,TELÉFONO,"CA. LOS LIBERTADORES N° 0435, SAN ISIDRO"
"1,269",00761979,MARTES,08/01/2019 17:00,,TELÉFONO,"CA. LA FLORIDA N° 0264, SAN ISIDRO"
"1,270",00761980,MARTES,08/01/2019 17:00,,TELÉFONO,"CA. LA FLORIDA N° 0264, SAN ISIDRO"
"1,271",00761978,MARTES,08/01/2019 16:42,,TELÉFONO,"CA. 18 NORTE (URB. CORPAC) N° 0229, SAN ISIDRO"
"1,272",00761973,MARTES,08/01/2019 16:17,,TELÉFONO,"CA. MASIAS, FRANCISCO N° 0360, SAN ISIDRO"
"1,273",00761965,MARTES,08/01/2019 15:48,,TELÉFONO,"CA. TUCANES N° 0295, SAN ISIDRO"
"1,274",00761962,MARTES,08/01/2019 15:42,,TELÉFONO,"CA. BURGOS N° 0570, SAN ISIDRO"
"1,275",00761940,MARTES,08/01/2019 14:10,,TELÉFONO,"CA. ANGULO RAMIREZ, DR. RICARDO J., SAN ISIDRO"
"1,276",00761937,MARTES,08/01/2019 14:04,,TELÉFONO,"CA. SANTA TERESITA, SAN ISIDRO"
"1,277",00761930,MARTES,08/01/2019 13:34,,TELÉFONO,"CA. VILLARREAL, FEDERICO, SAN ISIDRO"
"1,278",00761925,MARTES,08/01/2019 13:06,,TELÉFONO,"AV. ESPINOSA Y G., CAPITÁN OCTAVIO N° 0443, SAN ISIDRO"
"1,279",00761919,MARTES,08/01/2019 12:42,,TELÉFONO,"AV. PEZET, GENERAL JUAN ANTONIO N° 1592, SAN ISIDRO"
"1,280",00761915,MARTES,08/01/2019 12:30,,TELÉFONO,"AV. PEZET, GENERAL JUAN ANTONIO, SAN ISIDRO"
"1,281",00761913,MARTES,08/01/2019 12:16,,TELÉFONO,"AV. DOS DE MAYO, SAN ISIDRO"
"1,282",00761896,MARTES,08/01/2019 11:28,,TELÉFONO,"CA. ACOSTA, CARLOS N° 0165, SAN ISIDRO"
"1,283",00761887,MARTES,08/01/2019 11:11,,TELÉFONO,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0264, SAN ISIDRO"
"1,284",00761878,MARTES,08/01/2019 10:57,,TELÉFONO,"CA. REYES, CORONEL ANDRÉS N° 0230 INT 05, SAN ISIDRO"
"1,285",00761872,MARTES,08/01/2019 10:45,,TELÉFONO,"AV. PRADO OESTE, JAVIER N° 1968, SAN ISIDRO"
"1,286",00761924,MARTES,08/01/2019 10:40,,RADIO,"CA. LAS GARZAS NORTE N° 0365, SAN ISIDRO"
"1,287",00761869,MARTES,08/01/2019 10:29,,TELÉFONO,"AV. DEL CAMPO, ALBERTO, SAN ISIDRO"
"1,288",00761865,MARTES,08/01/2019 10:21,,RADIO,"AV. DASSO, MIGUEL N° SN, SAN ISIDRO"
"1,289",00761888,MARTES,08/01/2019 10:17,,RADIO,"AV. PRADO ESTE, JAVIER N° 0190, SAN ISIDRO"
"1,290",00761856,MARTES,08/01/2019 09:46,,TELÉFONO,"AV. PRADO ESTE, JAVIER, SAN ISIDRO"
"1,291",00761840,MARTES,08/01/2019 08:59,,TELÉFONO,"CA. PEREZ DE TUDELA, MANUEL, SAN ISIDRO"
"1,292",00761833,MARTES,08/01/2019 08:19,,TELÉFONO,"AV. PORTILLO, CORONEL PEDRO, SAN ISIDRO"
"1,293",00761848,MARTES,08/01/2019 07:26,,RADIO,"CA. FUENTES, MANUEL ATANASIO, SAN ISIDRO"
"1,294",00761822,MARTES,08/01/2019 03:33,,TELÉFONO,"AV. DOS DE MAYO, SAN ISIDRO"
"1,295",00761821,MARTES,08/01/2019 02:43,,TELÉFONO,"AV. LOS CONQUISTADORES N° 0625, SAN ISIDRO"
"1,296",00761819,MARTES,08/01/2019 01:50,,TELÉFONO,"CA. GONZALES DE LA ROSA, MANUEL N° 0457, SAN ISIDRO"
"1,297",00761814,MARTES,08/01/2019 00:44,,TELÉFONO,"CA. TOLEDO, VIRREY N° 0405, SAN ISIDRO"
"1,298",00761809,MARTES,08/01/2019 00:11,,TELÉFONO,"AV. CANAVAL MOREYRA, ENRIQUE, SAN ISIDRO"
"1,299",00761805,LUNES,07/01/2019 23:57,,TELÉFONO,"PQ. PARQUE LAS OROPENDOLAS N° SN, SAN ISIDRO"
"1,300",00761803,LUNES,07/01/2019 23:54,,TELÉFONO,"CA. BAÑON, MANUEL N° 0479, SAN ISIDRO"
"1,301",00761802,LUNES,07/01/2019 23:51,,TELÉFONO,"CA. LAS TORDILLAS, SAN ISIDRO"
"1,302",00761799,LUNES,07/01/2019 23:31,,TELÉFONO,"CA. RAMSEY, TOMÁS PIS 12, SAN ISIDRO"
"1,303",00761798,LUNES,07/01/2019 23:25,,TELÉFONO,"C.HAB RESIDENCIAL SANTA CRUZ BLK S , SAN ISIDRO"
"1,304",00761782,LUNES,07/01/2019 22:43,,TELÉFONO,"CA. BARCELONA, SAN ISIDRO"
"1,305",00761774,LUNES,07/01/2019 22:17,,TELÉFONO,"CA. BURGOS N° 0179 DPTO 101, SAN ISIDRO"
